ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_OgSMu6E3Q,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Research + Technology Development,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Comunicacion continua de resultados y objetivos
R_Z3hXmPW6X,10,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Management,US - Jackson MS,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,More consistency and accountability.
R_ShL2s7mh8,9,Ergon,2019,September,4-8 years,Generation Y (born between 1981 - 2000),Research + Technology Development,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Mayor desarrollo de carrera de los empleados:oportunidad de estudiar una maestría y/o doctorado
R_3g1hOhnKS,9,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Management,US - Jackson MS,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,merit based compensation
R_hQbUk8Mgj,9,Ergon,2019,September,8-12 years,Generation Y (born between 1981 - 2000),Finance + Accounting,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Having the capabilities to react promptly to asphalt demands by customers and being able to expand to different areas and business that will add to our core business. NOTE on the part of ""Direction"" answers are based on Mexico employees."
R_kyN5aMRhF,10,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,US - Northeastern,Specialty Chemicals (Resinall),NA,Medical insurance needs improvement
R_A4BLofjdf,9,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Sistema de reconocimiento y compensación de acuerdo al impacto de los resultados y de la posición.
R_kME7Sb3QL,10,Ergon,2019,September,Less than a year,Generation Y (born between 1981 - 2000),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,-Ajuste de sueldos en categorías de Operadores.
R_rYvnR7peY,8,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,US - Southeastern,Specialty Chemicals (Resinall),NA,Better insurance
R_EZbH61bzK,10,Ergon,2019,September,Less than a year,Generation X  (born between 1966 - 1980),Admin + Corporate Support,US - Jackson MS,Corporate + Other,NA,Onboarding of new employees
R_qhTbyj9h7,6,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,US - West/Southwest,Crafco,NA,"True understanding of work/life balance - senior leadership does not embrace workday flexibility. Crafco boost being an innovative, world-leader in our industry; however, its policies are old-school; including no work from home, no flexibility to leave early by not taking/shorten lunch (8 + 1 policy... need to be in the office for 9 hours per day), no consideration of a weekly casual day (jean Friday), punching in and out throughout the day, including lunch (even though you may be on salary). Implementing one or more of these items can easily boost moral without additional cost."
R_BPdn6o25n,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Research + Technology Development,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Mayor capacitación en el área que manejo y acceso a congresos y reuniones técnicas.
R_wUuph2T8Q,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Management,US - Southeastern,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Increase in hourly raise average, hard to keep up with .30- .50 cent yearly raise."
R_Wy42zUD0k,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Management,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,QUE COMO EMPLEADOS SEAMOS MAS VALORADOS POR NUESTRO TRABAJO REALIZADO
R_Js4ec8K8d,9,Ergon,2019,September,8-12 years,Baby Boomer (born between 1946 - 1965),Research + Technology Development,US - West/Southwest,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,raises
R_IPxKjpgLa,10,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Management,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Deben de crear un área de atención a Clientes; hay  muchos clientes que se quejan por que el área de ventas  no les puede tomar una llamada, o contestar un correo (Planta Guadalajara). Por que seguido andan fuera. (en obra) O contratar un asistente de Ventas en cada planta esto nos dará mas ventas; para que vean toda  la parte administrativa. (Por ahorrarse  centavos, están perdiendo PESOS) La organización debe de seguir como hasta ahorita; cuidando de sus EMPLEADOS; para que los empleados sigan cuidando de sus CLIENTES."
R_CQuQ4AF2H,5,Ergon,2019,September,4-8 years,Baby Boomer (born between 1946 - 1965),NA,US - Midwest,Crafco,NA,"For a complete collaborative effort on processes that are created and put in to place from the senior leadership/upper management - buy in from everyone. No one has issue with the products sold, it's the organization itself."
R_aNeW5gDjk,3,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),"Health, Safety + Environment",US - Southeastern,Specialty Chemicals (Resinall),NA,one thing wont help there is multiple problems
R_BSTOGWCvX,5,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Sales + Marketing,US - West/Southwest,Crafco,NA,"Living up to our claim to be innovative. We often boast about being an innovative company within our industry, but our actions on the business side don't reflect that. Our policies and mentality is very traditional and old fashioned. Simple gestures that innovative companies make are not even considered at Crafco. Not all jobs at Crafco are equal. We need to treat each department and each job with the nuance that it deserves. Some jobs have the ability to be given a little more freedom, be it working from home on occasion or adjusting our schedule from week to week. These are things that innovative companies are doing. Not only are we not doing those things, it's made clear that leadership is not even considering them. Innovative also support small gestures (causal Fridays, etc.) that go a long way with morale. We virtually never allow for these small things. If we want to move forward and see positive growth, we need to be willing to live up to our claim of being an innovative company. Let's maintain some of the important traditional values, but let's also evolve in other key areas. Thank you."
R_ZWmSX6X4G,8,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Management,US - West/Southwest,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"If our company had a vision statement that  matched up closer to what we really are, and knowing what our short and long term business strategies are would be beneficial.   Too much energy and expenditures are focused on a very small part of our business (new products) and not enough energy is spent on improving the vast majority of our business (day/day products) that actually provide the profits for the company."
R_HFIPpcLnC,10,Ergon,2019,September,8-12 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,US - West/Southwest,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,More corporate information flowing down to employees
R_xn2KEIUbU,9,Ergon,2019,September,4-8 years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Que la toma de decisiones sean más rápidas y que se requiere de un líder local en México con las capacidades necesarias para dirigir a toda esta organización (que logre obtener lo mejor de cada uno de sus colaboradores), mejorando los resultados a los alcanzados hasta ahora."
R_OHXiJpOIv,10,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Aumento de sueldo.
R_jQrK295z2,10,Ergon,2019,September,4-8 years,Generation X  (born between 1966 - 1980),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Desarrollar nuevos productos o innovar los productos y servicios  que ofrecemos actuamente en post de modernizar las carreteras del pais.
R_4IOrLgA5m,9,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Research + Technology Development,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Consideración y reconocimiento del valor humano, para darle continuidad a la mejora continua y desarollo de nuevas habilidades."
R_4E7Z8jczc,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Mayor enfoque en la familia de los colaboradores, convivencia y consideración del estrés que se genera en ocasiones"
R_0GkErmxSk,9,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Trabajo en equipo. Respetando y valorando el trabajo y esfuerzo de los demás
R_HGAGtK4wo,9,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Una mejor gratificacion de acuerdo a los resultados generales en la empresa.
R_U6JYCOCTz,10,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Management,US - Midwest,Crafco,NA,"The use of the perfection formula that states you (the customer) order 45,000 lbs of product, you get 45,000 lbs of product."
R_lTfYP34ce,7,Ergon,2019,September,4-8 years,Baby Boomer (born between 1946 - 1965),NA,US - Midwest,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Better Profit sharing incentives, larger yearly wages."
R_gyEP8MDdu,2,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,Atención al personal
R_EyW07k0ci,10,Ergon,2019,September,4-8 years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"mayor involucramiento del área de recusos humanos en el personal de plantas, desarrollo de un plan de carrera claro y a todos los niveles, conservar el talento y no perder la experiencia."
R_IzIgjnv9O,9,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Management,US - West/Southwest,Crafco,NA,continually emphasize the value of the team
R_PUMqEwr7z,8,Ergon,2019,September,8-12 years,Generation Y (born between 1981 - 2000),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,"Contar con una area exclusiva de servicio/ atencion al cliente . Ofrecer capacitacion, cursos de interes del personal, etc;   con la fnalidad de actualizar el conocimiento, motivar y hacer crecer a los trabajadores."
R_nma6GpQFh,9,Ergon,2019,September,Less than a year,Generation X  (born between 1966 - 1980),Operations,Latin America,"Midstream + Logistics (i.e., Terminaling, Oil Purchasing, Trucking, Magnolia Marine, EMIS)",NA,"Desarrollo de proveedores de transporte,  asignarles un módelo de gestión interna  en su forma de administrarse para tener la máxima disponibilidad  del equipo."
R_Cn7xNj0Z5,10,Ergon,2019,September,Less than a year,Generation Y (born between 1981 - 2000),Operations,Latin America,"Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)",NA,que todos los integrantes se enseñen hacer un equipo buscar maneras de mejoras en ves de buscar responsables o culpables de las acciones ya que estas se pueden evitar y hasta se pueden evadir ya que para todo problema tenemos una solución la solución no es quien fue si no que hacer para que ya no pase radicar y poner en  practica la idea teniendo en cuenta que por la grabada de los actos también tiene sus perjudicaciones
R_zpEd5PYcI,10,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,"Midstream + Logistics (i.e., Terminaling, Oil Purchasing, Trucking, Magnolia Marine, EMIS)",NA,MANTENER MOTIVADO A SU PERSONAL
